Frame,Car ID,Distance (m),Velocity (km/h),Timestamp (s)
68,8,38.73,-9.06,1746835296.483
68,9,44.77,-420.76,1746835296.483
68,10,31.48,-46.11,1746835296.483
69,0,31.42,-22.33,1746835296.644
69,1,15.82,-1.46,1746835296.644
69,2,23.36,7.58,1746835296.644
69,3,54.34,-729.7,1746835296.644
69,4,22.15,544.83,1746835296.644
69,5,25.16,-4.77,1746835296.644
69,6,46.99,210.74,1746835296.644
69,7,38.8,-261.51,1746835296.644
69,8,27.02,261.03,1746835296.644
69,10,45.39,-310.13,1746835296.644
69,11,31.01,-33.06,1746835296.644
70,0,22.86,194.83,1746835296.803
70,1,32.25,-373.94,1746835296.803
70,2,16.07,165.83,1746835296.803
70,4,53.58,-714.87,1746835296.803
70,5,24.38,17.82,1746835296.803
70,6,50.24,-73.86,1746835296.803
70,8,22.41,104.9,1746835296.803
70,9,39.2,62.74,1746835296.803
70,10,26.54,428.86,1746835296.803
70,11,45.86,-337.87,1746835296.803
70,13,24.96,66.97,1746835296.803
70,14,32.41,-17.45,1746835296.803
71,0,15.58,162.79,1746835296.964
71,1,23.1,204.67,1746835296.964
71,3,32.61,245.14,1746835296.964
71,4,53.01,12.6,1746835296.964
71,5,26.66,-51.18,1746835296.964
71,7,37.84,10.89,1746835296.964
71,8,23.12,-15.93,1746835296.964
71,9,25.05,316.56,1746835296.964
71,10,46.3,-442.03,1746835296.964
71,12,49.78,-18.2,1746835296.964
72,0,15.61,-0.66,1746835297.129
72,2,30.8,-162.5,1746835297.129
